id:ID	labels:label	type	flags:string[]	lineno:int	code	childnum:int	funcid:int	classname	namespace	endlineno:int	name	doccomment
77	AST	AST_PARAM		8	"key"	1	67					
78	AST	NULL		8	"any"	0	67					
79	AST	string		8	"key"	1	67			8		
80	AST	NULL		8	"any"	2	67					
81	AST	NULL		8		3	67					
82	AST	AST_STMT_LIST		8		4	67			13		
83	AST	AST_IF		9		0	67			11		
84	AST	AST_IF_ELEM		9		0	67			11		
85	AST	AST_DIM		9	"chrome.management[management[key]]"	0	67			9		
86	AST	AST_PROP		9	"chrome.management"	0	67			9		
87	AST	AST_VAR		9		0	67			9		
88	AST	string		9	"chrome"	0	67			9	chrome	
89	AST	string		9	"management"	1	67			9		
90	AST	AST_DIM		9	"management[key]"	1	67			9		
91	AST	AST_VAR		9		0	67			9		
92	AST	string		9	"management"	0	67			9	management	
93	AST	AST_VAR		9		1	67			9		
94	AST	string		9	"key"	0	67			9	key	
95	AST	AST_STMT_LIST		9		1	67			11		
96	AST	AST_ASSIGN		10	"obj[key] = features.management[key]"	0	67			10		
97	AST	AST_DIM		10	"obj[key]"	0	67			10		
98	AST	AST_VAR		10		0	67			10		
99	AST	string		10	"obj"	0	67			10	obj	
100	AST	AST_VAR		10		1	67			10		
101	AST	string		10	"key"	0	67			10	key	
102	AST	AST_DIM		10	"features.management[key]"	1	67			10		
103	AST	AST_PROP		10	"features.management"	0	67			10		
104	AST	AST_VAR		10		0	67			10		
105	AST	string		10	"features"	0	67			10	features	
106	AST	string		10	"management"	1	67			10		
107	AST	AST_VAR		10		1	67			10		
108	AST	string		10	"key"	0	67			10	key	
109	AST	AST_RETURN		12	"return obj;"	1	67			12		
110	AST	AST_VAR		12		0	67			12		
111	AST	string		12	"obj"	0	67			12	obj	
112	AST	NULL		8		5	67					
113	AST	NULL		8		6	67					
114	AST	AST_ARRAY	JS_OBJECT	13		1	24			13		
115	AST	AST_ASSIGN		14	"browsingData = {            history: 'history',            bookmarks: 'favoriteSites',            topSites: 'mostVisitedSites'        }"	4	24			18		
116	AST	AST_VAR	JS_DECL_VAR	14		0	24			14		
117	AST	string		14	"browsingData"	0	24			14	browsingData	
118	AST	AST_ARRAY	JS_OBJECT	14		1	24			18		
119	AST	AST_ARRAY_ELEM		15		0	24			15		
120	AST	string		15	"history"	0	24			15		
121	AST	string		15	"history"	1	24			15		
122	AST	AST_ARRAY_ELEM		16		1	24			16		
123	AST	string		16	"favoriteSites"	0	24			16		
124	AST	string		16	"bookmarks"	1	24			16		
125	AST	AST_ARRAY_ELEM		17		2	24			17		
126	AST	string		17	"mostVisitedSites"	0	24			17		
127	AST	string		17	"topSites"	1	24			17		
128	AST	AST_ASSIGN		19	"api = Object.keys(browsingData).reduce(function (obj, key) {            if (chrome[key]) {                obj[browsingData[key]] = features.browsingData[browsingData[key]];            }            return obj;        }, api)"	5	24			24		
129	AST	AST_VAR		19		0	24			19		
130	AST	string		19	"api"	0	24			19	api	
131	AST	AST_METHOD_CALL		19		1	24			24		
132	AST	AST_METHOD_CALL		19	"Object.keys(browsingData)"	0	24			19		
133	AST	AST_VAR		19		0	24			19		
134	AST	string		19	"Object"	0	24			19	Object	
135	AST	string		19	"keys"	1	24			19		
136	AST	AST_ARG_LIST		19	"(browsingData)"	2	24			19		
137	AST	AST_VAR		19		0	24			19		
138	AST	string		19	"browsingData"	0	24			19	browsingData	
139	AST	string		19	"reduce"	1	24			19		
140	AST	AST_ARG_LIST		19		2	24			24		
141	AST	AST_CLOSURE		19		0	24			24		
142	Artificial	CFG_FUNC_ENTRY					141					
143	Artificial	CFG_FUNC_EXIT					141					
144	AST	string		19	"{closure}"	0	141					
145	AST	NULL		19		1	141					
146	AST	AST_PARAM_LIST		19	"obj, key"	2	141			24		
147	AST	AST_PARAM		19	"obj"	0	141					
148	AST	NULL		19	"any"	0	141					
149	AST	string		19	"obj"	1	141			19		
150	AST	NULL		19	"any"	2	141					
151	AST	AST_PARAM		19	"key"	1	141					
152	AST	NULL		19	"any"	0	141					
153	AST	string		19	"key"	1	141			19		
154	AST	NULL		19	"any"	2	141					
155	AST	NULL		19		3	141					
156	AST	AST_STMT_LIST		19		4	141			24		
157	AST	AST_IF		20		0	141			22		
158	AST	AST_IF_ELEM		20		0	141			22		
159	AST	AST_DIM		20	"chrome[key]"	0	141			20		
160	AST	AST_VAR		20		0	141			20		
161	AST	string		20	"chrome"	0	141			20	chrome	
162	AST	AST_VAR		20		1	141			20		
163	AST	string		20	"key"	0	141			20	key	
164	AST	AST_STMT_LIST		20		1	141			22		
165	AST	AST_ASSIGN		21	"obj[browsingData[key]] = features.browsingData[browsingData[key]]"	0	141			21		
166	AST	AST_DIM		21	"obj[browsingData[key]]"	0	141			21		
167	AST	AST_VAR		21		0	141			21		
168	AST	string		21	"obj"	0	141			21	obj	
169	AST	AST_DIM		21	"browsingData[key]"	1	141			21		
170	AST	AST_VAR		21		0	141			21		
171	AST	string		21	"browsingData"	0	141			21	browsingData	
172	AST	AST_VAR		21		1	141			21		
173	AST	string		21	"key"	0	141			21	key	
174	AST	AST_DIM		21	"features.browsingData[browsingData[key]]"	1	141			21		
175	AST	AST_PROP		21	"features.browsingData"	0	141			21		
176	AST	AST_VAR		21		0	141			21		
177	AST	string		21	"features"	0	141			21	features	
178	AST	string		21	"browsingData"	1	141			21		
179	AST	AST_DIM		21	"browsingData[key]"	1	141			21		
180	AST	AST_VAR		21		0	141			21		
181	AST	string		21	"browsingData"	0	141			21	browsingData	
182	AST	AST_VAR		21		1	141			21		
183	AST	string		21	"key"	0	141			21	key	
184	AST	AST_RETURN		23	"return obj;"	1	141			23		
185	AST	AST_VAR		23		0	141			23		
186	AST	string		23	"obj"	0	141			23	obj	
187	AST	NULL		19		5	141					
188	AST	NULL		19		6	141					
189	AST	AST_VAR		24		1	24			24		
190	AST	string		24	"api"	0	24			24	api	
191	AST	AST_IF		25		6	24			27		
192	AST	AST_IF_ELEM		25		0	24			27		
193	AST	AST_BINARY_OP	BINARY_BOOL_AND	25	"config.executablePackages && config.executablePackages.length"	0	24			25		
194	AST	AST_PROP		25	"config.executablePackages"	0	24			25		
195	AST	AST_VAR		25		0	24			25		
196	AST	string		25	"config"	0	24			25	config	
197	AST	string		25	"executablePackages"	1	24			25		
198	AST	AST_PROP		25	"config.executablePackages.length"	1	24			25		
199	AST	AST_PROP		25	"config.executablePackages"	0	24			25		
200	AST	AST_VAR		25		0	24			25		
201	AST	string		25	"config"	0	24			25	config	
202	AST	string		25	"executablePackages"	1	24			25		
203	AST	string		25	"length"	1	24			25		
204	AST	AST_STMT_LIST		25		1	24			27		
205	AST	AST_ASSIGN		26	"api['CSW'] = features.CSW"	0	24			26		
206	AST	AST_DIM		26	"api['CSW']"	0	24			26		
207	AST	AST_VAR		26		0	24			26		
208	AST	string		26	"api"	0	24			26	api	
209	AST	string		26	"CSW"	1	24			26		
210	AST	AST_PROP		26	"features.CSW"	1	24			26		
211	AST	AST_VAR		26		0	24			26		
212	AST	string		26	"features"	0	24			26	features	
213	AST	string		26	"CSW"	1	24			26		
214	AST	AST_RETURN		28	"return api;"	7	24			28		
215	AST	AST_VAR		28		0	24			28		
216	AST	string		28	"api"	0	24			28	api	
217	AST	NULL		4		4	24					
218	AST	NULL		4		5	24					
219	AST	AST_ASSIGN		30	"webtooltab.getAPI = getAPI"	2	9			30		
220	AST	AST_PROP		30	"webtooltab.getAPI"	0	9			30		
221	AST	AST_VAR		30		0	9			30		
222	AST	string		30	"webtooltab"	0	9			30	webtooltab	
223	AST	string		30	"getAPI"	1	9			30		
224	AST	AST_VAR		30		1	9			30		
225	AST	string		30	"getAPI"	0	9			30	getAPI	
226	AST	AST_FUNC_DECL		31	"is64Bit"	3	9			33		
227	Artificial	CFG_FUNC_ENTRY					226					
228	Artificial	CFG_FUNC_EXIT					226					
229	AST	string		31	"is64Bit"	0	226			31		
230	AST	NULL		31		1	226					
231	AST	AST_PARAM_LIST		31		2	226			33		
232	AST	AST_STMT_LIST		31		3	226			33		
233	AST	AST_RETURN		32	"return window.navigator.appVersion.indexOf('WOW64') > -1;"	0	226			32		
234	AST	AST_BINARY_OP		32	"window.navigator.appVersion.indexOf('WOW64') > -1"	0	226			32		
235	AST	AST_METHOD_CALL		32	"window.navigator.appVersion.indexOf('WOW64')"	0	226			32		
236	AST	AST_PROP		32	"window.navigator.appVersion"	0	226			32		
237	AST	AST_PROP		32	"window.navigator"	0	226			32		
238	AST	AST_VAR		32		0	226			32		
239	AST	string		32	"window"	0	226			32	window	
240	AST	string		32	"navigator"	1	226			32		
241	AST	string		32	"appVersion"	1	226			32		
242	AST	string		32	"indexOf"	1	226			32		
243	AST	AST_ARG_LIST		32	"('WOW64')"	2	226			32		
244	AST	string		32	"WOW64"	0	226			32		
245	AST	AST_UNARY_OP	UNARY_MINUS	32	"-1"	1	226			32		
246	AST	integer		32	"1"	0	226			32		
247	AST	NULL		31		4	226					
248	AST	NULL		31		5	226					
249	AST	AST_FUNC_DECL		34	"findExecutable"	4	9			52		
250	Artificial	CFG_FUNC_ENTRY					249					
251	Artificial	CFG_FUNC_EXIT					249					
252	AST	string		34	"findExecutable"	0	249			34		
253	AST	NULL		34		1	249					
254	AST	AST_PARAM_LIST		34	"widgets, widgetId, executableName"	2	249			52		
255	AST	AST_PARAM		34	"widgets"	0	249					
256	AST	NULL		34	"any"	0	249					
257	AST	string		34	"widgets"	1	249			34		
258	AST	NULL		34	"any"	2	249					
259	AST	AST_PARAM		34	"widgetId"	1	249					
260	AST	NULL		34	"any"	0	249					
261	AST	string		34	"widgetId"	1	249			34		
262	AST	NULL		34	"any"	2	249					
263	AST	AST_PARAM		34	"executableName"	2	249					
264	AST	NULL		34	"any"	0	249					
265	AST	string		34	"executableName"	1	249			34		
266	AST	NULL		34	"any"	2	249					
267	AST	AST_STMT_LIST		34		3	249			52		
268	AST	AST_ASSIGN		35	"w = widgets.find(function (w) {            return w.id == widgetId;        })"	0	249			37		
269	AST	AST_VAR	JS_DECL_VAR	35		0	249			35		
270	AST	string		35	"w"	0	249			35	w	
271	AST	AST_METHOD_CALL		35	"widgets.find(function (w) {            return w.id == widgetId;        })"	1	249			37		
272	AST	AST_VAR		35		0	249			35		
273	AST	string		35	"widgets"	0	249			35	widgets	
274	AST	string		35	"find"	1	249			35		
275	AST	AST_ARG_LIST		35		2	249			37		
276	AST	AST_CLOSURE		35		0	249			37		
277	Artificial	CFG_FUNC_ENTRY					276					
278	Artificial	CFG_FUNC_EXIT					276					
279	AST	string		35	"{closure}"	0	276					
280	AST	NULL		35		1	276					
281	AST	AST_PARAM_LIST		35	"w"	2	276			37		
282	AST	AST_PARAM		35	"w"	0	276					
283	AST	NULL		35	"any"	0	276					
284	AST	string		35	"w"	1	276			35		
285	AST	NULL		35	"any"	2	276					
286	AST	NULL		35		3	276					
287	AST	AST_STMT_LIST		35		4	276			37		
288	AST	AST_RETURN		36	"return w.id == widgetId;"	0	276			36		
289	AST	AST_BINARY_OP	BINARY_IS_EQUAL	36	"w.id == widgetId"	0	276			36		
290	AST	AST_PROP		36	"w.id"	0	276			36		
291	AST	AST_VAR		36		0	276			36		
292	AST	string		36	"w"	0	276			36	w	
293	AST	string		36	"id"	1	276			36		
294	AST	AST_VAR		36		1	276			36		
295	AST	string		36	"widgetId"	0	276			36	widgetId	
296	AST	NULL		35		5	276					
297	AST	NULL		35		6	276					
298	AST	AST_IF		38		1	249			50		
299	AST	AST_IF_ELEM		38		0	249			50		
300	AST	AST_BINARY_OP	BINARY_BOOL_AND	38	"w && w.executables"	0	249			38		
301	AST	AST_VAR		38		0	249			38		
302	AST	string		38	"w"	0	249			38	w	
303	AST	AST_PROP		38	"w.executables"	1	249			38		
304	AST	AST_VAR		38		0	249			38		
305	AST	string		38	"w"	0	249			38	w	
306	AST	string		38	"executables"	1	249			38		
307	AST	AST_STMT_LIST		38		1	249			50		
308	AST	AST_ASSIGN		39	"executable_1 = w.executables[executableName]"	0	249			39		
309	AST	AST_VAR	JS_DECL_VAR	39		0	249			39		
310	AST	string		39	"executable_1"	0	249			39	executable_1	
311	AST	AST_DIM		39	"w.executables[executableName]"	1	249			39		
312	AST	AST_PROP		39	"w.executables"	0	249			39		
313	AST	AST_VAR		39		0	249			39		
314	AST	string		39	"w"	0	249			39	w	
315	AST	string		39	"executables"	1	249			39		
316	AST	AST_VAR		39		1	249			39		
317	AST	string		39	"executableName"	0	249			39	executableName	
318	AST	AST_IF		40		1	249			49		
319	AST	AST_IF_ELEM		40		0	249			49		
320	AST	AST_VAR		40		0	249			40		
321	AST	string		40	"executable_1"	0	249			40	executable_1	
322	AST	AST_STMT_LIST		40		1	249			49		
323	AST	AST_ASSIGN		41	"package_1 = config.executablePackages.find(function (p) {                    return p.name === executable_1.name;                })"	0	249			43		
324	AST	AST_VAR	JS_DECL_VAR	41		0	249			41		
325	AST	string		41	"package_1"	0	249			41	package_1	
326	AST	AST_METHOD_CALL		41		1	249			43		
327	AST	AST_PROP		41	"config.executablePackages"	0	249			41		
328	AST	AST_VAR		41		0	249			41		
329	AST	string		41	"config"	0	249			41	config	
330	AST	string		41	"executablePackages"	1	249			41		
331	AST	string		41	"find"	1	249			41		
332	AST	AST_ARG_LIST		41		2	249			43		
333	AST	AST_CLOSURE		41		0	249			43		
334	Artificial	CFG_FUNC_ENTRY					333					
335	Artificial	CFG_FUNC_EXIT					333					
336	AST	string		41	"{closure}"	0	333					
337	AST	NULL		41		1	333					
338	AST	AST_PARAM_LIST		41	"p"	2	333			43		
339	AST	AST_PARAM		41	"p"	0	333					
340	AST	NULL		41	"any"	0	333					
341	AST	string		41	"p"	1	333			41		
342	AST	NULL		41	"any"	2	333					
343	AST	NULL		41		3	333					
344	AST	AST_STMT_LIST		41		4	333			43		
345	AST	AST_RETURN		42	"return p.name === executable_1.name;"	0	333			42		
346	AST	AST_BINARY_OP	BINARY_IS_IDENTICAL	42	"p.name === executable_1.name"	0	333			42		
347	AST	AST_PROP		42	"p.name"	0	333			42		
348	AST	AST_VAR		42		0	333			42		
349	AST	string		42	"p"	0	333			42	p	
350	AST	string		42	"name"	1	333			42		
351	AST	AST_PROP		42	"executable_1.name"	1	333			42		
352	AST	AST_VAR		42		0	333			42		
353	AST	string		42	"executable_1"	0	333			42	executable_1	
354	AST	string		42	"name"	1	333			42		
355	AST	NULL		41		5	333					
356	AST	NULL		41		6	333					
357	AST	AST_IF		44		1	249			46		
358	AST	AST_IF_ELEM		44		0	249			46		
359	AST	AST_VAR		44		0	249			44		
360	AST	string		44	"package_1"	0	249			44	package_1	
361	AST	AST_STMT_LIST		44		1	249			46		
362	AST	AST_ASSIGN		45	"executable_1.installURL = getInstallURL(package_1)"	0	249			45		
363	AST	AST_PROP		45	"executable_1.installURL"	0	249			45		
364	AST	AST_VAR		45		0	249			45		
365	AST	string		45	"executable_1"	0	249			45	executable_1	
366	AST	string		45	"installURL"	1	249			45		
367	AST	AST_CALL		45	"getInstallURL(package_1)"	1	249			45		
368	AST	AST_NAME	NAME_NOT_FQ	45		0	249			45		
369	AST	string		45	"getInstallURL"	0	249			45		
370	AST	AST_ARG_LIST		45	"(package_1)"	1	249			45		
371	AST	AST_VAR		45		0	249			45		
372	AST	string		45	"package_1"	0	249			45	package_1	
373	AST	AST_ASSIGN		47	"executable_1.widget = w"	2	249			47		
374	AST	AST_PROP		47	"executable_1.widget"	0	249			47		
375	AST	AST_VAR		47		0	249			47		
376	AST	string		47	"executable_1"	0	249			47	executable_1	
377	AST	string		47	"widget"	1	249			47		
378	AST	AST_VAR		47		1	249			47		
379	AST	string		47	"w"	0	249			47	w	
380	AST	AST_RETURN		48	"return executable_1;"	3	249			48		
381	AST	AST_VAR		48		0	249			48		
382	AST	string		48	"executable_1"	0	249			48	executable_1	
383	AST	AST_RETURN		51	"return null;"	2	249			51		
384	AST	AST_CONST		51	"null"	0	249					
385	AST	AST_NAME	NAME_NOT_FQ	51	"null"	0	249					
386	AST	string		51	"null"	0	249					
387	AST	NULL		34		4	249					
388	AST	NULL		34		5	249					
389	AST	AST_FUNC_DECL		53	"getInstallURL"	5	9			59		
390	Artificial	CFG_FUNC_ENTRY					389					
391	Artificial	CFG_FUNC_EXIT					389					
392	AST	string		53	"getInstallURL"	0	389			53		
393	AST	NULL		53		1	389					
394	AST	AST_PARAM_LIST		53	"package_1"	2	389			59		
395	AST	AST_PARAM		53	"package_1"	0	389					
396	AST	NULL		53	"any"	0	389					
397	AST	string		53	"package_1"	1	389			53		
398	AST	NULL		53	"any"	2	389					
399	AST	AST_STMT_LIST		53		3	389			59		
400	AST	AST_ASSIGN		54	"host = String(config.csw.nativemessagingHostName).split('.').pop()"	0	389			54		
401	AST	AST_VAR	JS_DECL_VAR	54		0	389			54		
402	AST	string		54	"host"	0	389			54	host	
403	AST	AST_METHOD_CALL		54	"String(config.csw.nativemessagingHostName).split('.').pop()"	1	389			54		
404	AST	AST_METHOD_CALL		54	"String(config.csw.nativemessagingHostName).split('.')"	0	389			54		
405	AST	AST_CALL		54	"String(config.csw.nativemessagingHostName)"	0	389			54		
406	AST	AST_NAME	NAME_NOT_FQ	54		0	389			54		
407	AST	string		54	"String"	0	389			54		
408	AST	AST_ARG_LIST		54	"(config.csw.nativemessagingHostName)"	1	389			54		
409	AST	AST_PROP		54	"config.csw.nativemessagingHostName"	0	389			54		
410	AST	AST_PROP		54	"config.csw"	0	389			54		
411	AST	AST_VAR		54		0	389			54		
412	AST	string		54	"config"	0	389			54	config	
413	AST	string		54	"csw"	1	389			54		
414	AST	string		54	"nativemessagingHostName"	1	389			54		
415	AST	string		54	"split"	1	389			54		
416	AST	AST_ARG_LIST		54	"('.')"	2	389			54		
417	AST	string		54	"."	0	389			54		
418	AST	string		54	"pop"	1	389			54		
419	AST	AST_ARG_LIST		54	"()"	2	389			54		
420	AST	AST_ASSIGN		55	"c = is64Bit() ? package_1.configuration64Bit : package_1.configuration32Bit"	1	389			55		
421	AST	AST_VAR	JS_DECL_VAR	55		0	389			55		
422	AST	string		55	"c"	0	389			55	c	
423	AST	AST_CONDITIONAL		55	"is64Bit() ? package_1.configuration64Bit : package_1.configuration32Bit"	1	389			55		
424	AST	AST_CALL		55	"is64Bit()"	0	389			55		
425	AST	AST_NAME	NAME_NOT_FQ	55		0	389			55		
426	AST	string		55	"is64Bit"	0	389			55		
427	AST	AST_ARG_LIST		55	"()"	1	389			55		
428	AST	AST_PROP		55	"package_1.configuration64Bit"	1	389			55		
429	AST	AST_VAR		55		0	389			55		
430	AST	string		55	"package_1"	0	389			55	package_1	
431	AST	string		55	"configuration64Bit"	1	389			55		
432	AST	AST_PROP		55	"package_1.configuration32Bit"	2	389			55		
433	AST	AST_VAR		55		0	389			55		
434	AST	string		55	"package_1"	0	389			55	package_1	
435	AST	string		55	"configuration32Bit"	1	389			55		
436	AST	AST_RETURN		56	"return String(c.installerUri).replace(/\\/([^/]*)(\\.exe)/, function (m, name, ext) {            return \"/exepkg\" + name + \"/\" + name + \".\" + host + \".\" + chrome.runtime.id + \".ff\" + ext;        });"	2	389			58		
437	AST	AST_METHOD_CALL		56		0	389			58		
438	AST	AST_CALL		56	"String(c.installerUri)"	0	389			56		
439	AST	AST_NAME	NAME_NOT_FQ	56		0	389			56		
440	AST	string		56	"String"	0	389			56		
441	AST	AST_ARG_LIST		56	"(c.installerUri)"	1	389			56		
442	AST	AST_PROP		56	"c.installerUri"	0	389			56		
443	AST	AST_VAR		56		0	389			56		
444	AST	string		56	"c"	0	389			56	c	
445	AST	string		56	"installerUri"	1	389			56		
446	AST	string		56	"replace"	1	389			56		
447	AST	AST_ARG_LIST		56		2	389			58		
448	AST	string	JS_REGEXP	56	"/\\/([^/]*)(\\.exe)/"	0	389			56		
449	AST	AST_CLOSURE		56		1	389			58		
450	Artificial	CFG_FUNC_ENTRY					449					
451	Artificial	CFG_FUNC_EXIT					449					
452	AST	string		56	"{closure}"	0	449					
453	AST	NULL		56		1	449					
454	AST	AST_PARAM_LIST		56	"m, name, ext"	2	449			58		
455	AST	AST_PARAM		56	"m"	0	449					
456	AST	NULL		56	"any"	0	449					
457	AST	string		56	"m"	1	449			56		
458	AST	NULL		56	"any"	2	449					
459	AST	AST_PARAM		56	"name"	1	449					
460	AST	NULL		56	"any"	0	449					
461	AST	string		56	"name"	1	449			56		
462	AST	NULL		56	"any"	2	449					
463	AST	AST_PARAM		56	"ext"	2	449					
464	AST	NULL		56	"any"	0	449					
465	AST	string		56	"ext"	1	449			56		
466	AST	NULL		56	"any"	2	449					
467	AST	NULL		56		3	449					
468	AST	AST_STMT_LIST		56		4	449			58		
469	AST	AST_RETURN		57	"return \"/exepkg\" + name + \"/\" + name + \".\" + host + \".\" + chrome.runtime.id + \".ff\" + ext;"	0	449			57		
470	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\" + name + \".\" + host + \".\" + chrome.runtime.id + \".ff\" + ext"	0	449			57		
471	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\" + name + \".\" + host + \".\" + chrome.runtime.id + \".ff\""	0	449			57		
472	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\" + name + \".\" + host + \".\" + chrome.runtime.id"	0	449			57		
473	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\" + name + \".\" + host + \".\""	0	449			57		
474	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\" + name + \".\" + host"	0	449			57		
475	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\" + name + \".\""	0	449			57		
476	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\" + name"	0	449			57		
477	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name + \"/\""	0	449			57		
478	AST	AST_BINARY_OP	BINARY_ADD	57	"\"/exepkg\" + name"	0	449			57		
479	AST	string		57	"/exepkg"	0	449			57		
480	AST	AST_VAR		57		1	449			57		
481	AST	string		57	"name"	0	449			57	name	
482	AST	string		57	"/"	1	449			57		
483	AST	AST_VAR		57		1	449			57		
484	AST	string		57	"name"	0	449			57	name	
485	AST	string		57	"."	1	449			57		
486	AST	AST_VAR		57		1	449			57		
487	AST	string		57	"host"	0	449			57	host	
488	AST	string		57	"."	1	449			57		
489	AST	AST_PROP		57	"chrome.runtime.id"	1	449			57		
490	AST	AST_PROP		57	"chrome.runtime"	0	449			57		
491	AST	AST_VAR		57		0	449			57		
492	AST	string		57	"chrome"	0	449			57	chrome	
493	AST	string		57	"runtime"	1	449			57		
494	AST	string		57	"id"	1	449			57		
495	AST	string		57	".ff"	1	449			57		
496	AST	AST_VAR		57		1	449			57		
497	AST	string		57	"ext"	0	449			57	ext	
498	AST	NULL		56		5	449					
499	AST	NULL		56		6	449					
500	AST	NULL		53		4	389					
501	AST	NULL		53		5	389					
502	AST	AST_FUNC_DECL		60	"sendCswRequest"	6	9			88		
503	Artificial	CFG_FUNC_ENTRY					502					
504	Artificial	CFG_FUNC_EXIT					502					
505	AST	string		60	"sendCswRequest"	0	502			60		
506	AST	NULL		60		1	502					
507	AST	AST_PARAM_LIST		60	"request"	2	502			88		
508	AST	AST_PARAM		60	"request"	0	502					
